0,商品ID,书籍名称,书籍链接,价格,好评度,评论数,出版社,店家链接
797,12165849,《jQuery从入门到精通（配光盘）（软件开发视频大讲堂）》(明日科技)【摘要 书评 试读】- 京东图书,//item.jd.com/12165849.html,63.8,98,100,清华大学出版社,//mall.jd.com/index-1000004111.html
798,12166175,"《生产微服务》([美]Susan,J.,Fowler（苏珊,J.,福勒）)【摘要 书评 试读】- 京东图书",//item.jd.com/12166175.html,43.4,98,300,电子工业出版社,//phei1982.jd.com
799,12166962,"《逆向工程权威指南》([乌克兰],Dennis,Yurichev,丹尼斯)【摘要 书评 试读】- 京东图书",//item.jd.com/12166962.html,132.4,99,1500,人民邮电出版社,//ptpressjd.jd.com
800,12167397,《Python数据分析实战》([印尼]伊凡·伊德里斯（Ivan Idris）)【摘要 书评 试读】- 京东图书,//item.jd.com/12167397.html,74.4,98,60,机械工业出版社,//cmpbook.jd.com
801,12168358,《Spring Cloud与Docker微服务架构实战》(周立)【摘要 书评 试读】- 京东图书,//item.jd.com/12168358.html,54.4,99,27000,电子工业出版社,//phei1982.jd.com
802,12169018,《微信公众平台与小程序开发 从零搭建整套系统》(张剑明)【摘要 书评 试读】- 京东图书,//item.jd.com/12169018.html,38.6,99,500,人民邮电出版社,//ptpressjd.jd.com
803,12170351,《移动Web前端高效开发实战》(iKcamp)【摘要 书评 试读】- 京东图书,//item.jd.com/12170351.html,65.9,99,1100,电子工业出版社,//phei1982.jd.com
804,12170738,《C程序设计语言（套装共2册）》(Brian W.Kernighan，Dennis Ritchie，Clovis L.Tondo)【摘要 书评 试读】- 京东图书,//item.jd.com/12170738.html,37.1,97,21000,机械工业出版社,//cmpbook.jd.com
805,12170782,《程序员必读经典（套装共2册）》(Randal E. Bryant，David R. O’Hallaron，Thomas H. Cormen，等)【摘要 书评 试读】- 京东图书,//item.jd.com/12170782.html,251.3,98,87000,机械工业出版社,//cmpbook.jd.com
806,12171757,《C程序设计（第五版）/中国高等院校计算机基础教育课程体系规划教材 》(谭浩强)【摘要 书评 试读】- 京东图书,//item.jd.com/12171757.html,32.8,98,22000,清华大学出版社,//mall.jd.com/index-1000004111.html
807,12172344,《Spring Cloud微服务实战》(翟永超)【摘要 书评 试读】- 京东图书,//item.jd.com/12172344.html,70.3,99,27000,电子工业出版社,//phei1982.jd.com
808,12172449,《ES6标准入门（第3版） 》(阮一峰)【摘要 书评 试读】- 京东图书,//item.jd.com/12172449.html,78.2,99,3500,电子工业出版社,//phei1982.jd.com
809,12173046,《Visual C++2013从入门到精通（视频教学版）（附光盘）》(朱文伟)【摘要 书评 试读】- 京东图书,//item.jd.com/12173046.html,126.4,98,100,清华大学出版社,//mall.jd.com/index-1000004111.html
810,12173048,《Python新手使用Django架站的16堂课》(何敏煌)【摘要 书评 试读】- 京东图书,//item.jd.com/12173048.html,69.3,98,900,清华大学出版社,//mall.jd.com/index-1000004111.html
811,12173050,《ThinkPHP实战》(夏磊)【摘要 书评 试读】- 京东图书,//item.jd.com/12173050.html,38.5,97,400,清华大学出版社,//mall.jd.com/index-1000004111.html
812,12173150,《C++程序设计：原理与实践（进阶篇）（原书第2版）》([美]本贾尼·斯特劳斯特鲁普（Bjarne Stroustrup）)【摘要 书评 试读】- 京东图书,//item.jd.com/12173150.html,78.2,99,700,机械工业出版社,//cmpbook.jd.com
813,12173174,《C++程序设计：原理与实践（基础篇）（原书第2版）》(本贾尼·斯特劳斯特鲁普)【摘要 书评 试读】- 京东图书,//item.jd.com/12173174.html,77.7,99,700,机械工业出版社,//cmpbook.jd.com
814,12173816,《高性能iOS应用开发》([美]高拉夫·瓦依希（Gaurav Vaish）)【摘要 书评 试读】- 京东图书,//item.jd.com/12173816.html,75.7,98,500,人民邮电出版社,//ptpressjd.jd.com
815,12174050,"《Docker开发指南》([英]阿德里安·莫阿特（Adrian,Mouat）)【摘要 书评 试读】- 京东图书",//item.jd.com/12174050.html,67.2,99,4900,人民邮电出版社,//ptpressjd.jd.com
816,12174676,"《精通Spring MVC 4》([美]Geoffroy,Warin)【摘要 书评 试读】- 京东图书",//item.jd.com/12174676.html,46.6,98,25000,人民邮电出版社,//ptpressjd.jd.com
817,12174707,《Boost程序库完全开发指南――深入C++"准”标准库（第4版）》(罗剑锋)【摘要 书评 试读】- 京东图书,//item.jd.com/12174707.html,75.2,99,1000,电子工业出版社,//phei1982.jd.com
818,12174708,《零起点Python机器学习快速入门》(何海群)【摘要 书评 试读】- 京东图书,//item.jd.com/12174708.html,46.5,97,600,电子工业出版社,//phei1982.jd.com
819,12174925,《Kotlin程序开发入门精要》(李宁)【摘要 书评 试读】- 京东图书,//item.jd.com/12174925.html,54.4,98,23000,人民邮电出版社,//ptpressjd.jd.com
820,12176536,《Vue2实践揭秘》(梁睿坤)【摘要 书评 试读】- 京东图书,//item.jd.com/12176536.html,62.3,98,3600,电子工业出版社,//phei1982.jd.com
821,12176798,《第一行代码 Java 视频讲解版》(李兴华，马云涛)【摘要 书评 试读】- 京东图书,//item.jd.com/12176798.html,74.8,98,23000,人民邮电出版社,//ptpressjd.jd.com
822,12177476,《微信小程序快速开发（视频指导版）》(易伟)【摘要 书评 试读】- 京东图书,//item.jd.com/12177476.html,31.4,99,2600,人民邮电出版社,//ptpressjd.jd.com
823,12179115,"《数据挖掘与分析 概念与算法》([美]穆罕默德·扎基（Mohammed J.Zaki）,[巴西]小瓦格纳·梅拉（Wagner Meira Jr.）)【摘要 书评 试读】- 京东图书",//item.jd.com/12179115.html,109.7,100,300,人民邮电出版社,//ptpressjd.jd.com
824,12179822,《C#高级编程(第10版) C# 6 & .NET Core 1.0/.NET开发经典名著》([美]Christian Nagel)【摘要 书评 试读】- 京东图书,//item.jd.com/12179822.html,134.4,98,2300,清华大学出版社,//mall.jd.com/index-1000004111.html
825,12180152,"《Python机器学习实践指南》([美]Alexander,T.,Combs)【摘要 书评 试读】- 京东图书",//item.jd.com/12180152.html,58,99,9000,人民邮电出版社,//ptpressjd.jd.com
826,12180156,"《前端架构设计》([美]迈卡·高保特（Micah,Godbolt）)【摘要 书评 试读】- 京东图书",//item.jd.com/12180156.html,41.7,99,600,人民邮电出版社,//ptpressjd.jd.com
827,12180379,《Python网络爬虫从入门到实践》(唐松，陈智铨)【摘要 书评 试读】- 京东图书,//item.jd.com/12180379.html,37,98,900,机械工业出版社,//cmpbook.jd.com
828,12181725,《Kotlin极简教程》(陈光剑)【摘要 书评 试读】- 京东图书,//item.jd.com/12181725.html,74.4,98,87000,机械工业出版社,//cmpbook.jd.com
829,12181740,《WCF 服务编程（第四版）》(【美】居瓦·洛瑞，【美】麦克·芒宫美瑞)【摘要 书评 试读】- 京东图书,//item.jd.com/12181740.html,101.1,99,200,华中科技大学出版社,//hustp.jd.com
830,12184434,《Java多线程编程实战指南（核心篇）》(黄文海)【摘要 书评 试读】- 京东图书,//item.jd.com/12184434.html,70.2,98,4800,电子工业出版社,//phei1982.jd.com
831,12185360,《Tomcat内核设计剖析》(汪建)【摘要 书评 试读】- 京东图书,//item.jd.com/12185360.html,66.4,98,400,人民邮电出版社,//ptpressjd.jd.com
832,12185531,《LabVIEW宝典（第2版）》(陈树学)【摘要 书评 试读】- 京东图书,//item.jd.com/12185531.html,78.2,99,1000,电子工业出版社,//phei1982.jd.com
833,12186034,《深度学习原理与TensorFlow实践》(王琛，胡振邦，高杰)【摘要 书评 试读】- 京东图书,//item.jd.com/12186034.html,62.4,98,36000,电子工业出版社,//phei1982.jd.com
834,12186192,《流畅的Python 》([巴西]Luciano Ramalho)【摘要 书评 试读】- 京东图书,//item.jd.com/12186192.html,118.2,99,110000,人民邮电出版社,//ptpressjd.jd.com
835,12186368,"《Spring MVC学习指南 第2版》([美]Paul,Deck)【摘要 书评 试读】- 京东图书",//item.jd.com/12186368.html,46.6,98,25000,人民邮电出版社,//ptpressjd.jd.com
836,12186435,《Python Linux系统管理与自动化运维》(赖明星)【摘要 书评 试读】- 京东图书,//item.jd.com/12186435.html,83.8,99,5100,机械工业出版社,//cmpbook.jd.com
837,12186461,"《ARM嵌入式系统编程与优化》([美]詹森,D.巴克斯（Jason,D.,Bakos）)【摘要 书评 试读】- 京东图书",//item.jd.com/12186461.html,46.6,99,100,机械工业出版社,//cmpbook.jd.com
838,12187988,《Go程序设计语言》(艾伦A. A. 多诺万)【摘要 书评 试读】- 京东图书,//item.jd.com/12187988.html,62.4,99,5600,机械工业出版社,//cmpbook.jd.com
839,12188005,"《学习JavaScript数据结构与算法 第2版》([巴西],洛伊安妮·格罗纳（Loiane,Groner）)【摘要 书评 试读】- 京东图书",//item.jd.com/12188005.html,41.7,99,700,人民邮电出版社,//ptpressjd.jd.com
840,12188009,《OpenCV和Visual Studio图像识别应用开发》(望熙荣，望熙贵)【摘要 书评 试读】- 京东图书,//item.jd.com/12188009.html,49.6,98,700,人民邮电出版社,//ptpressjd.jd.com
841,12190152,《Apache Kafka源码剖析》(徐郡明)【摘要 书评 试读】- 京东图书,//item.jd.com/12190152.html,69.9,98,1200,电子工业出版社,//phei1982.jd.com
842,12190688,《大象无形：虚幻引擎程序设计浅析》(罗丁力，张三)【摘要 书评 试读】- 京东图书,//item.jd.com/12190688.html,51.2,97,300,电子工业出版社,//phei1982.jd.com
843,12191481,"《精通Git 第2版》([美],斯科特·查康（Scott,Chacon）,本·斯特劳布（Ben,Straub）)【摘要 书评 试读】- 京东图书",//item.jd.com/12191481.html,75.7,99,800,人民邮电出版社,//ptpressjd.jd.com
844,12191928,《LabVIEW编程详解》(宋铭)【摘要 书评 试读】- 京东图书,//item.jd.com/12191928.html,77.3,97,200,电子工业出版社,//phei1982.jd.com
845,12191954,"《Swift进阶》(Chris,Eidhof（克里斯?安道夫）)【摘要 书评 试读】- 京东图书",//item.jd.com/12191954.html,58.9,98,300,电子工业出版社,//phei1982.jd.com
846,12193005,《趣学少儿编程：Scratch少儿趣味编程+Scratch少儿趣味编程2（京东套装共2册）》([日]阿部和广)【摘要 书评 试读】- 京东图书,//item.jd.com/12193005.html,100.4,100,0,人民邮电出版社,//ptpressjd.jd.com
847,12193983,《跟老齐学Python：Django实战》(齐伟)【摘要 书评 试读】- 京东图书,//item.jd.com/12193983.html,53.2,99,2700,电子工业出版社,//phei1982.jd.com
848,12193991,《零起点TensorFlow快速入门》(何海群)【摘要 书评 试读】- 京东图书,//item.jd.com/12193991.html,56.4,99,200,电子工业出版社,//phei1982.jd.com
849,12194007,《京东系统质量保障技术实战》(商城研发POP平台)【摘要 书评 试读】- 京东图书,//item.jd.com/12194007.html,53.4,98,27000,电子工业出版社,//phei1982.jd.com
850,12194083,《PyQt5快速开发与实战》(王硕，孙洋洋)【摘要 书评 试读】- 京东图书,//item.jd.com/12194083.html,77.5,99,1300,电子工业出版社,//phei1982.jd.com
851,12194885,《C程序设计（第五版）+ 学习辅导(套装共2册)》(谭浩强)【摘要 书评 试读】- 京东图书,//item.jd.com/12194885.html,58.5,98,22000,清华大学出版社,//mall.jd.com/index-1000004111.html
852,12195740,《深入浅出深度学习：原理剖析与Python实践》(黄安埠)【摘要 书评 试读】- 京东图书,//item.jd.com/12195740.html,60.9,98,36000,电子工业出版社,//phei1982.jd.com
853,12199398,《嵌入式C编程：PIC单片机和C编程技术与应用》([美]马克·西格斯蒙德)【摘要 书评 试读】- 京东图书,//item.jd.com/12199398.html,62.4,100,60,机械工业出版社,//cmpbook.jd.com
854,12200123,《Java自学宝典》(黑马程序员)【摘要 书评 试读】- 京东图书,//item.jd.com/12200123.html,102.4,98,100,清华大学出版社,//mall.jd.com/index-1000004111.html
855,12201284,《疯狂HTML5+CSS3+JavaScript讲义（第2版）》(李刚)【摘要 书评 试读】- 京东图书,//item.jd.com/12201284.html,69.9,97,18000,电子工业出版社,//phei1982.jd.com
856,12201304,"《Solr 实战》([美]Trey,Grainger（崔.格兰杰）,Timothy,Potter（提摩斯.波特）)【摘要 书评 试读】- 京东图书",//item.jd.com/12201304.html,101.7,99,500,电子工业出版社,//phei1982.jd.com
857,12201306,《微信公众平台网页开发实战――HTML5+JSSDK混合开发解密》(席新亮，等)【摘要 书评 试读】- 京东图书,//item.jd.com/12201306.html,54.4,100,300,电子工业出版社,//phei1982.jd.com
858,12202703,"《Python游戏编程快速上手 第4版》([美]Al,Sweigart（斯维加特）)【摘要 书评 试读】- 京东图书",//item.jd.com/12202703.html,58,100,200,人民邮电出版社,//ptpressjd.jd.com
859,12203786,《深入理解Elasticsearch（原书第2版）》((美)拉斐尔·酷奇)【摘要 书评 试读】- 京东图书,//item.jd.com/12203786.html,74.4,98,3300,机械工业出版社,//cmpbook.jd.com
860,12206762,《Python爬虫开发与项目实战》(范传辉)【摘要 书评 试读】- 京东图书,//item.jd.com/12206762.html,74.4,99,4300,机械工业出版社,//cmpbook.jd.com
861,12207223,《精通Scrapy网络爬虫》(刘硕)【摘要 书评 试读】- 京东图书,//item.jd.com/12207223.html,46.6,99,1100,清华大学出版社,//mall.jd.com/index-1000004111.html
862,12207539,"《PHP 7 编程实战》([美]Doug,Bierer（道格?比尔）)【摘要 书评 试读】- 京东图书",//item.jd.com/12207539.html,94,98,100,电子工业出版社,//phei1982.jd.com
863,12208777,《Verilog数字系统设计教程（第4版）/普通高等教育“十一五”国家级规划教材》(夏宇闻)【摘要 书评 试读】- 京东图书,//item.jd.com/12208777.html,48.6,99,500,北京航空航天大学出版社,//mall.jd.com/index-1000005516.html
864,12209000,《Visual C++从入门到精通（第4版 附光盘）/软件开发视频大讲堂》【摘要 书评 试读】- 京东图书,//item.jd.com/12209000.html,62.8,96,4800,清华大学出版社,//mall.jd.com/index-1000004111.html
865,12209472,《算法基础》([美]罗德·斯蒂芬斯（Rod Stephens）)【摘要 书评 试读】- 京东图书,//item.jd.com/12209472.html,62.3,100,100,机械工业出版社,//cmpbook.jd.com
866,12210591,"《Ruby on Rails 教程 第4版》([美]迈克尔·哈特尔（Michael,Hartl）)【摘要 书评 试读】- 京东图书",//item.jd.com/12210591.html,109.7,100,200,人民邮电出版社,//ptpressjd.jd.com
867,12211458,《C++从入门到精通（第3版）（配光盘）（软件开发视频大讲堂）》(明日科技)【摘要 书评 试读】- 京东图书,//item.jd.com/12211458.html,63,97,3900,清华大学出版社,//mall.jd.com/index-1000004111.html
868,12213616,"《深入理解ES6》([美]Nicholas,C.,Zakas)【摘要 书评 试读】- 京东图书",//item.jd.com/12213616.html,77.2,99,1700,电子工业出版社,//phei1982.jd.com
869,12215156,"《Swift编程权威指南 第2版》([美]马修·马赛厄斯（Matthew,Mathias）,约翰·加拉格尔（John,Gallagher）)【摘要 书评 试读】- 京东图书",//item.jd.com/12215156.html,75.7,99,200,人民邮电出版社,//ptpressjd.jd.com
870,12215331,《毫无障碍学Python》(邓文渊)【摘要 书评 试读】- 京东图书,//item.jd.com/12215331.html,45.7,99,700,中国水利水电出版社,//mall.jd.com/index-1000015165.html
871,12215717,《从零开始学Python网络爬虫》(罗攀 蒋仟)【摘要 书评 试读】- 京东图书,//item.jd.com/12215717.html,55.5,99,4300,机械工业出版社,//cmpbook.jd.com
872,12216169,《京东基础架构建设之路（全彩）》(京东商城基础架构部)【摘要 书评 试读】- 京东图书,//item.jd.com/12216169.html,61.7,98,27000,电子工业出版社,//phei1982.jd.com
873,12218342,"《计算机视觉：模型、学习和推理/计算机科学丛书》([英]西蒙,J.D.,普林斯)【摘要 书评 试读】- 京东图书",//item.jd.com/12218342.html,119,99,900,机械工业出版社,//cmpbook.jd.com
874,12218392,《Python金融实战》([美]Yuxing Yan)【摘要 书评 试读】- 京东图书,//item.jd.com/12218392.html,62.3,99,400,人民邮电出版社,//ptpressjd.jd.com
875,12220149,《Kafka入门与实践》(牟大恩)【摘要 书评 试读】- 京东图书,//item.jd.com/12220149.html,58,99,4300,人民邮电出版社,//ptpressjd.jd.com
876,12221044,"《区块链核心算法解析》([美]Roger,Wattenhofer（罗格.瓦唐霍费尔）)【摘要 书评 试读】- 京东图书",//item.jd.com/12221044.html,46.6,98,8600,电子工业出版社,//phei1982.jd.com
877,12221858,《软件开发视频大讲堂：HTML5从入门到精通（第2版 附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/12221858.html,71.8,97,1900,清华大学出版社,//mall.jd.com/index-1000004111.html
878,12221860,《软件开发视频大讲堂：C#从入门到精通（第4版 附光盘）》【摘要 书评 试读】- 京东图书,//item.jd.com/12221860.html,63,96,10000,清华大学出版社,//mall.jd.com/index-1000004111.html
879,12222954,《jQuery实战从入门到精通》(未来科技)【摘要 书评 试读】- 京东图书,//item.jd.com/12222954.html,59.6,99,16000,中国水利水电出版社,//mall.jd.com/index-1000015165.html
880,12222970,《jQuery Mobile从入门到精通》(未来科技)【摘要 书评 试读】- 京东图书,//item.jd.com/12222970.html,52,99,16000,中国水利水电出版社,//mall.jd.com/index-1000015165.html
881,12222980,《Activiti权威指南》(冀正，张志祥)【摘要 书评 试读】- 京东图书,//item.jd.com/12222980.html,63.2,98,200,清华大学出版社,//mall.jd.com/index-1000004111.html
882,12224062,《深度学习算法实践》(吴岸城)【摘要 书评 试读】- 京东图书,//item.jd.com/12224062.html,62.1,98,36000,电子工业出版社,//phei1982.jd.com
883,12224512,"《快学Scala（第2版）》([美]Cay,S.,Horstmann,[凯.S.霍斯特曼])【摘要 书评 试读】- 京东图书",//item.jd.com/12224512.html,85.1,98,4800,电子工业出版社,//phei1982.jd.com
884,12224904,《Kotlin实战》([美]Dmitry Jemerov（德米特里·詹莫瑞福），[美]Svetlana Isakova（斯维特拉娜·伊凡诺沃）)【摘要 书评 试读】- 京东图书,//item.jd.com/12224904.html,69.2,98,12000,电子工业出版社,//phei1982.jd.com
885,12227814,《程序员的算法趣题》([日]增井敏克)【摘要 书评 试读】- 京东图书,//item.jd.com/12227814.html,46.8,99,200,人民邮电出版社,//ptpressjd.jd.com
886,12227940,《Python 3.5从零开始学 》(刘宇宙)【摘要 书评 试读】- 京东图书,//item.jd.com/12227940.html,46.6,99,74000,清华大学出版社,//mall.jd.com/index-1000004111.html
887,12228628,《iOS编程（第5版）》(Christian Keur，Aaron Hillegass)【摘要 书评 试读】- 京东图书,//item.jd.com/12228628.html,85.1,98,2700,华中科技大学出版社,//hustp.jd.com
888,12228958,"《精通Nginx(第2版)》([瑞士],Dimitri,Aivaliotis,艾维利)【摘要 书评 试读】- 京东图书",//item.jd.com/12228958.html,49.6,98,700,人民邮电出版社,//ptpressjd.jd.com
889,12230702,"《Python数据分析基础》([美]克林顿·布朗利（Clinton,W.,Brownley）)【摘要 书评 试读】- 京东图书",//item.jd.com/12230702.html,58.7,99,1500,人民邮电出版社,//ptpressjd.jd.com
890,12233903,《程序员面试笔记 C/C++、算法、数据结构篇》(杨峰)【摘要 书评 试读】- 京东图书,//item.jd.com/12233903.html,69.5,97,5600,机械工业出版社,//cmpbook.jd.com
891,12234130,《C程序设计+学习辅导（第四版）（京东套装共2册）》(谭浩强)【摘要 书评 试读】- 京东图书,//item.jd.com/12234130.html,50.3,100,0,清华大学出版社,//mall.jd.com/index-1000004111.html
892,12234196,《OpenGL编程指南（原书第9版）》([美]约翰·M·克赛尼希，格雷厄姆·塞勒斯，戴夫·施莱尔)【摘要 书评 试读】- 京东图书,//item.jd.com/12234196.html,130.8,97,2900,机械工业出版社,//cmpbook.jd.com
893,12234198,《数学与泛型编程：高效编程的奥秘》([美]亚历山大 A.斯捷潘诺夫（Alexander A.Stepanov）)【摘要 书评 试读】- 京东图书,//item.jd.com/12234198.html,74.4,99,200,机械工业出版社,//cmpbook.jd.com
894,12234810,《Java EE企业级应用开发教程（Spring+Spring MVC+MyBatis）》(黑马程序员)【摘要 书评 试读】- 京东图书,//item.jd.com/12234810.html,41,98,600,人民邮电出版社,//ptpressjd.jd.com
895,12235775,《Java微服务实战》(赵计刚 著)【摘要 书评 试读】- 京东图书,//item.jd.com/12235775.html,54.4,100,400,电子工业出版社,//phei1982.jd.com
896,12236097,《白话区块链》(蒋勇，文延，嘉文)【摘要 书评 试读】- 京东图书,//item.jd.com/12236097.html,55.5,99,21000,机械工业出版社,//cmpbook.jd.com
897,12236675,《R的极客理想：量化投资篇》(张丹)【摘要 书评 试读】- 京东图书,//item.jd.com/12236675.html,74.4,99,100,机械工业出版社,//cmpbook.jd.com
898,12236704,《C程序设计（第五版）学习辅导/中国高等院校计算机基础教育课程体系规划教材》(谭浩强)【摘要 书评 试读】- 京东图书,//item.jd.com/12236704.html,28.8,98,22000,清华大学出版社,//mall.jd.com/index-1000004111.html
899,12239070,《Ruby基础教程 第5版》([日]高桥征义，后藤裕藏)【摘要 书评 试读】- 京东图书,//item.jd.com/12239070.html,67.2,99,300,人民邮电出版社,//ptpressjd.jd.com
900,12239072,《JavaScript框架设计（第2版）》(司徒正美（钟钦成）)【摘要 书评 试读】- 京东图书,//item.jd.com/12239072.html,75.1,98,58000,人民邮电出版社,//ptpressjd.jd.com
901,12240762,《系统架构设计师教程（第4版）》(希赛教育软考学院)【摘要 书评 试读】- 京东图书,//item.jd.com/12240762.html,80.9,99,1400,电子工业出版社,//phei1982.jd.com
902,12241204,"《Python高级编程 第2版》([波兰]Micha,Jaworski,贾沃斯基,[法]Tarek,Ziadé,莱德)【摘要 书评 试读】- 京东图书",//item.jd.com/12241204.html,74.8,99,900,人民邮电出版社,//ptpressjd.jd.com
903,12242004,《明解C语言 中级篇》([日]柴田望洋)【摘要 书评 试读】- 京东图书,//item.jd.com/12242004.html,75.7,99,400,人民邮电出版社,//ptpressjd.jd.com
904,12242431,"《Python机器学习实践：测试驱动的开发方法》([美],马修·柯克（Matthew,Kirk）)【摘要 书评 试读】- 京东图书",//item.jd.com/12242431.html,55.5,99,18000,机械工业出版社,//cmpbook.jd.com
905,12242972,《区块链实战》(吴为)【摘要 书评 试读】- 京东图书,//item.jd.com/12242972.html,43.6,99,3500,清华大学出版社,//mall.jd.com/index-1000004111.html
906,12243051,"《Scala编程（第3版）》([德]Martin Odersky（马丁奥德斯基）,[美]Lex Spoon（莱斯彭）等)【摘要 书评 试读】- 京东图书",//item.jd.com/12243051.html,113.7,99,900,电子工业出版社,//phei1982.jd.com
907,12243573,《程序员的成长课》(安晓辉，周鹏)【摘要 书评 试读】- 京东图书,//item.jd.com/12243573.html,37.9,99,1800,电子工业出版社,//phei1982.jd.com
908,12243652,《计算机科学经典著作：编程珠玑 第2版修订版 +编程珠玑（续 修订版）（京东套装共2册）》([美]乔恩·本特利（Jon Bentley）)【摘要 书评 试读】- 京东图书,//item.jd.com/12243652.html,60.2,100,0,人民邮电出版社,//ptpressjd.jd.com
909,12243672,《C语言圣经：明解C语言（第3版 入门篇）+明解C语言 中级篇（京东套装共2册）》([日]柴田望洋)【摘要 书评 试读】- 京东图书,//item.jd.com/12243672.html,142.9,100,0,人民邮电出版社,//ptpressjd.jd.com
910,12245200,《套路！机器学习：北美数据科学家的私房课》(林荟)【摘要 书评 试读】- 京东图书,//item.jd.com/12245200.html,53.7,99,5100,电子工业出版社,//phei1982.jd.com
911,12246414,《ASP.NET Core应用开发（.NET开发经典名著）》([美]James Chambers，David Paquette，Simon Timms)【摘要 书评 试读】- 京东图书,//item.jd.com/12246414.html,50.7,98,300,清华大学出版社,//mall.jd.com/index-1000004111.html
912,12246565,《疯狂工作流讲义 基于Activiti 6.x的应用开发》(杨恩雄)【摘要 书评 试读】- 京东图书,//item.jd.com/12246565.html,61.1,97,18000,电子工业出版社,//phei1982.jd.com
913,12248029,《游戏数据分析实战》(黎湘艳，叶洋)【摘要 书评 试读】- 京东图书,//item.jd.com/12248029.html,62.2,99,8600,电子工业出版社,//phei1982.jd.com
914,12249634,《疯狂前端开发讲义：jQuery+AngularJS+Bootstrap前端开发实战》(李刚)【摘要 书评 试读】- 京东图书,//item.jd.com/12249634.html,62,97,18000,电子工业出版社,//phei1982.jd.com
915,12252845,"《Go Web编程》([新加坡]郑兆雄（Sau,Sheong,Chang）)【摘要 书评 试读】- 京东图书",//item.jd.com/12252845.html,62.4,97,10000,人民邮电出版社,//ptpressjd.jd.com
916,12254891,《Solr权威指南：下卷》(兰小伟)【摘要 书评 试读】- 京东图书,//item.jd.com/12254891.html,83.8,100,200,机械工业出版社,//cmpbook.jd.com
917,12254905,《Python数据分析与数据化运营》(宋天龙)【摘要 书评 试读】- 京东图书,//item.jd.com/12254905.html,93.2,99,700,机械工业出版社,//cmpbook.jd.com
918,12256011,《疯狂Spring Cloud微服务架构实战》(杨恩雄)【摘要 书评 试读】- 京东图书,//item.jd.com/12256011.html,44.4,97,18000,电子工业出版社,//phei1982.jd.com
919,12256043,"《Java函数式编程》([法]Pierre-Yves,Saumont（皮埃尔-伊夫斯,索蒙特）)【摘要 书评 试读】- 京东图书",//item.jd.com/12256043.html,97.2,99,200,电子工业出版社,//phei1982.jd.com
920,12256045,"《概率图模型 基于R语言》([法]David,Bellot（大卫·贝洛特）)【摘要 书评 试读】- 京东图书",//item.jd.com/12256045.html,46.5,99,200,人民邮电出版社,//ptpressjd.jd.com
921,12257013,《小程序从0到1：微信全栈工程师一本通》(石桥码农)【摘要 书评 试读】- 京东图书,//item.jd.com/12257013.html,55.5,98,8700,机械工业出版社,//cmpbook.jd.com
922,12257170,《R语言编程指南》(任坤)【摘要 书评 试读】- 京东图书,//item.jd.com/12257170.html,78,99,200,人民邮电出版社,//ptpressjd.jd.com
923,12257465,《Python全栈数据工程师养成攻略（视频讲解版）》(张宏伦)【摘要 书评 试读】- 京东图书,//item.jd.com/12257465.html,47.1,100,100,人民邮电出版社,//ptpressjd.jd.com
924,12261129,《深度学习框架PyTorch：入门与实践》(陈云)【摘要 书评 试读】- 京东图书,//item.jd.com/12261129.html,51.4,99,3600,电子工业出版社,//phei1982.jd.com
925,12261161,《Python 3学习笔记（上卷）》(雨痕)【摘要 书评 试读】- 京东图书,//item.jd.com/12261161.html,70.3,99,400,电子工业出版社,//phei1982.jd.com
926,12261657,"《雾计算：技术、架构及应用》([美]蒋濛（Mung,Chiang）,巴拉特·巴拉索布莱曼（Bharath,Balasubramanian）,弗拉维)【摘要 书评 试读】- 京东图书",//item.jd.com/12261657.html,74.4,100,100,机械工业出版社,//cmpbook.jd.com
927,12261787,《疯狂Java讲义（第4版）》(李刚)【摘要 书评 试读】- 京东图书,//item.jd.com/12261787.html,86.1,97,23000,电子工业出版社,//phei1982.jd.com
928,12266985,《Scratch从入门到精通》(郑之婷，等)【摘要 书评 试读】- 京东图书,//item.jd.com/12266985.html,54.4,99,3400,电子工业出版社,//phei1982.jd.com
929,12267210,《PHP7内核剖析》(秦朋)【摘要 书评 试读】- 京东图书,//item.jd.com/12267210.html,69,99,1100,电子工业出版社,//phei1982.jd.com
930,12268583,《利用Python开源工具分析恶意代码》([韩]赵涏元，等)【摘要 书评 试读】- 京东图书,//item.jd.com/12268583.html,84.2,100,100,人民邮电出版社,//ptpressjd.jd.com
931,12268591,《Microsoft Power BI 数据可视化与数据分析》(王国平)【摘要 书评 试读】- 京东图书,//item.jd.com/12268591.html,46.5,99,3100,电子工业出版社,//phei1982.jd.com
932,12269007,《C++性能优化指南》(Kurt Guntheroth)【摘要 书评 试读】- 京东图书,//item.jd.com/12269007.html,75.7,99,200,人民邮电出版社,//ptpressjd.jd.com
933,12269697,《Unity AR/VR开发：从新手到专家》(王寒，曾坤，张义红)【摘要 书评 试读】- 京东图书,//item.jd.com/12269697.html,93.2,98,800,机械工业出版社,//cmpbook.jd.com
934,12271635,《Web前端技术丛书：新时期的Node.js入门》(李锴)【摘要 书评 试读】- 京东图书,//item.jd.com/12271635.html,37.5,100,500,清华大学出版社,//mall.jd.com/index-1000004111.html
